geneId,geneSymbol,diseaseId,diseaseName,diseaseClass,pmid,source,class
100,ADA,C0004096,Asthma,C08;C20,16754522,BEFREE,0

100,ADA,C0271650,Impaired glucose tolerance,C18,11852372,BEFREE,1

100,ADA,C0030312,Pancytopenia,C15,16973956,BEFREE,2

100,ADA,C0004096,Asthma,C08;C20,16224193,BEFREE,0

100,ADA,C0271650,Impaired glucose tolerance,C18,10388966,BEFREE,1

100,ADA,C0004096,Asthma,C08;C20,15630434,BEFREE,0

100,ADA,C0004096,Asthma,C08;C20,12774669,LHGDN,0

101,ADAM8,C0027051,Myocardial Infarction,C14,21640993,BEFREE,3

101,ADAM8,C0004096,Asthma,C08;C20,24147597,BEFREE,0

101,ADAM8,C0004096,Asthma,C08;C20,17339047,BEFREE,0

101,ADAM8,C0004096,Asthma,C08;C20,17088949,BEFREE,0

101,ADAM8,C0027051,Myocardial Infarction,C14,19575316,BEFREE,3

101,ADAM8,C0004096,Asthma,C08;C20,23837412,BEFREE,0

101,ADAM8,C0004096,Asthma,C08;C20,17339047,LHGDN,0

102,ADAM10,C0007785,Cerebral Infarction,C10;C14,23773531,BEFREE,3

108,ADCY2,C0004096,Asthma,C08;C20,21912604,CTD_human,0

109,ADCY3,C0028756,Obesity- Morbid,C18;C23,29311637,CTD_human,1

116,ADCYAP1,C0003467,Anxiety,F01,23328528,BEFREE,4

117,ADCYAP1R1,C0004096,Asthma,C08;C20,21059121,CTD_human,0

117,ADCYAP1R1,C0003467,Anxiety,F01,23328528,BEFREE,4

117,ADCYAP1R1,C0004096,Asthma,C08;C20,23328528,BEFREE,0

118,ADD1,C0027051,Myocardial Infarction,C14,17189961,BEFREE,3

118,ADD1,C0027051,Myocardial Infarction,C14,16420563,BEFREE,3

118,ADD1,C0027051,Myocardial Infarction,C14,15301563,BEFREE,3

118,ADD1,C0020474,Hyperlipidemia- Familial Combined,C16;C18,11775124,BEFREE,1

118,ADD1,C0027051,Myocardial Infarction,C14,19145769,BEFREE,3

118,ADD1,C0027051,Myocardial Infarction,C14,18458162,BEFREE,3

118,ADD1,C0027051,Myocardial Infarction,C14,11926892,LHGDN,3

118,ADD1,C0027051,Myocardial Infarction,C14,15039125,BEFREE,3

118,ADD1,C0027051,Myocardial Infarction,C14,11926892,BEFREE,3

118,ADD1,C0027051,Myocardial Infarction,C14,14684671,BEFREE,3

118,ADD1,C0027051,Myocardial Infarction,C14,19145769,LHGDN,3

118,ADD1,C0027051,Myocardial Infarction,C14,10723114,BEFREE,3

119,ADD2,C2674218,SPHEROCYTOSIS- TYPE 1 (disorder),C15;C16,19425068,MGD,2

119,ADD2,C2674218,SPHEROCYTOSIS- TYPE 1 (disorder),C15;C16,10485892,MGD,2

125,ADH1B,C0007785,Cerebral Infarction,C10;C14,15534263,CTD_human,3

125,ADH1B,C0003467,Anxiety,F01,15584875,BEFREE,4

125,ADH1B,C0007785,Cerebral Infarction,C10;C14,15534263,BEFREE,3

125,ADH1B,C0271650,Impaired glucose tolerance,C18,20700531,BEFREE,1

125,ADH1B,C0003467,Anxiety,F01,25543168,BEFREE,4

125,ADH1B,C0007785,Cerebral Infarction,C10;C14,15534263,LHGDN,3

125,ADH1B,C0027051,Myocardial Infarction,C14,20031627,BEFREE,3

126,ADH1C,C0027051,Myocardial Infarction,C14,14726542,BEFREE,3

126,ADH1C,C0027051,Myocardial Infarction,C14,11207350,BEFREE,3

126,ADH1C,C0027051,Myocardial Infarction,C14,20031627,BEFREE,3

126,ADH1C,C0027051,Myocardial Infarction,C14,16051248,BEFREE,3

126,ADH1C,C0271650,Impaired glucose tolerance,C18,20700531,BEFREE,1

128,ADH5,C0027051,Myocardial Infarction,C14,19325130,BEFREE,3

128,ADH5,C0004096,Asthma,C08;C20,20335826,BEFREE,0

128,ADH5,C0004096,Asthma,C08;C20,17543375,LHGDN,0

133,ADM,C0007785,Cerebral Infarction,C10;C14,15684700,BEFREE,3

133,ADM,C0004096,Asthma,C08;C20,22686590,BEFREE,0

133,ADM,C0027051,Myocardial Infarction,C14,12805025,LHGDN,3

133,ADM,C0027051,Myocardial Infarction,C14,15684700,BEFREE,3

133,ADM,C0007785,Cerebral Infarction,C10;C14,25252154,BEFREE,3

133,ADM,C0027051,Myocardial Infarction,C14,12805025,BEFREE,3

133,ADM,C0027051,Myocardial Infarction,C14,28348718,BEFREE,3

133,ADM,C0271650,Impaired glucose tolerance,C18,22960655,BEFREE,1

133,ADM,C0011880,Diabetic Ketoacidosis,C18;C19,10609119,BEFREE,1

133,ADM,C0027051,Myocardial Infarction,C14,16616959,BEFREE,3

134,ADORA1,C0007785,Cerebral Infarction,C10;C14,17067559,RGD,3

134,ADORA1,C0003467,Anxiety,F01,20520601,BEFREE,4

134,ADORA1,C0338495,Sleep Apnea- Mixed Central and Obstructive,C08;C10,18787037,RGD,4

134,ADORA1,C0004096,Asthma,C08;C20,16364194,BEFREE,0

134,ADORA1,C0004096,Asthma,C08;C20,14754517,BEFREE,0

134,ADORA1,C0751848,Thrombotic Infarction- Middle Cerebral Artery,C10;C14,23437309,CTD_human,3

134,ADORA1,C0004096,Asthma,C08;C20,27182965,GWASCAT,0

134,ADORA1,C0027051,Myocardial Infarction,C14,12160945,CTD_human,3

135,ADORA2A,C0003467,Anxiety,F01,19565319,BEFREE,4

135,ADORA2A,C0003467,Anxiety,F01,18305461,BEFREE,4

135,ADORA2A,C0030319,Panic Disorder,F03,23018769,BEFREE,4

135,ADORA2A,C0030319,Panic Disorder,F03,15774265,BEFREE,4

135,ADORA2A,C0003467,Anxiety,F01,22940476,BEFREE,4

135,ADORA2A,C0003467,Anxiety,F01,20334879,BEFREE,4

135,ADORA2A,C0030319,Panic Disorder,F03,15774265,LHGDN,4

135,ADORA2A,C0003467,Anxiety,F01,22399050,BEFREE,4

135,ADORA2A,C0003467,Anxiety,F01,20520601,BEFREE,4

135,ADORA2A,C0003467,Anxiety,F01,22012471,BEFREE,4

135,ADORA2A,C0030319,Panic Disorder,F03,14666117,BEFREE,4

135,ADORA2A,C0003467,Anxiety,F01,16118787,BEFREE,4

135,ADORA2A,C0030319,Panic Disorder,F03,26589317,BEFREE,4

135,ADORA2A,C0030319,Panic Disorder,F03,14666117,LHGDN,4

135,ADORA2A,C0349231,Phobic anxiety disorder,F03,20334879,BEFREE,4

135,ADORA2A,C0030319,Panic Disorder,F03,19565319,BEFREE,4

135,ADORA2A,C0030319,Panic Disorder,F03,22940476,BEFREE,4

135,ADORA2A,C0001818,Agoraphobia,F03,14666117,BEFREE,4

135,ADORA2A,C0025193,Melancholia,F03,26860412,CTD_human,4

135,ADORA2A,C0030319,Panic Disorder,F03,20334879,BEFREE,4

135,ADORA2A,C0004096,Asthma,C08;C20,18442791,LHGDN,0

135,ADORA2A,C0030319,Panic Disorder,F03,12825092,CTD_human,4

135,ADORA2A,C0004096,Asthma,C08;C20,16339780,LHGDN,0

140,ADORA3,C0027051,Myocardial Infarction,C14,20132822,CTD_human,3

140,ADORA3,C0027051,Myocardial Infarction,C14,12160945,CTD_human,3

141,ADPRH,C1863512,HYPERCHOLESTEROLEMIA- AUTOSOMAL RECESSIVE,C18,19477448,BEFREE,1

141,ADPRH,C1863512,HYPERCHOLESTEROLEMIA- AUTOSOMAL RECESSIVE,C18,12464675,BEFREE,1

142,PARP1,C0004096,Asthma,C08;C20,22532985,BEFREE,0

142,PARP1,C0004096,Asthma,C08;C20,19484672,BEFREE,0

142,PARP1,C0004096,Asthma,C08;C20,24180296,BEFREE,0

142,PARP1,C0027051,Myocardial Infarction,C14,12440774,BEFREE,3

142,PARP1,C0004096,Asthma,C08;C20,26169874,BEFREE,0

142,PARP1,C0004096,Asthma,C08;C20,12594058,BEFREE,0

142,PARP1,C0004096,Asthma,C08;C20,21276008,BEFREE,0

142,PARP1,C0027051,Myocardial Infarction,C14,17225870,LHGDN,3

142,PARP1,C0004096,Asthma,C08;C20,18261157,CTD_human,0

142,PARP1,C0004096,Asthma,C08;C20,26205779,BEFREE,0

142,PARP1,C0004096,Asthma,C08;C20,26339143,BEFREE,0

142,PARP1,C0007785,Cerebral Infarction,C10;C14,10657571,BEFREE,3

147,ADRA1B,C0004096,Asthma,C08;C20,19910028,BEFREE,0

148,ADRA1A,C0004096,Asthma,C08;C20,15764725,BEFREE,0

148,ADRA1A,C0004096,Asthma,C08;C20,15947423,BEFREE,0

150,ADRA2A,C0030319,Panic Disorder,F03,10699231,BEFREE,4

150,ADRA2A,C0030319,Panic Disorder,F03,14656453,CTD_human,4

151,ADRA2B,C0271650,Impaired glucose tolerance,C18,15309292,BEFREE,1

151,ADRA2B,C0004096,Asthma,C08;C20,15764725,BEFREE,0

151,ADRA2B,C0004096,Asthma,C08;C20,15947423,BEFREE,0

151,ADRA2B,C0027051,Myocardial Infarction,C14,12401126,BEFREE,3

151,ADRA2B,C0027051,Myocardial Infarction,C14,12535806,LHGDN,3

153,ADRB1,C0027051,Myocardial Infarction,C14,18331634,BEFREE,3

153,ADRB1,C0027051,Myocardial Infarction,C14,18615004,BEFREE,3

153,ADRB1,C0027051,Myocardial Infarction,C14,17680533,LHGDN,3

153,ADRB1,C0027051,Myocardial Infarction,C14,17143192,RGD,3

153,ADRB1,C1135191,Heart Failure- Systolic,C14,25638254,BEFREE,3

153,ADRB1,C0027051,Myocardial Infarction,C14,21626217,BEFREE,3

154,ADRB2,C0004096,Asthma,C08;C20,19183167,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,22793522,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,18591903,LHGDN,0

154,ADRB2,C0004096,Asthma,C08;C20,11941312,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,9731005,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,17292646,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,19441602,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,28093224,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,16946993,LHGDN,0

154,ADRB2,C0004096,Asthma,C08;C20,17075257,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,10673187,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,16954783,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,15153795,LHGDN,0

154,ADRB2,C0004096,Asthma,C08;C20,21545619,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,19910613,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,11713122,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,23384627,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,23548523,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,26369942,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,16263254,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,26505596,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,10931116,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,21829036,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,17297203,LHGDN,0

154,ADRB2,C0004096,Asthma,C08;C20,20394512,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,20228825,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,16273390,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,17068824,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,24279851,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,18156033,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,22045347,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,21294785,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,16899844,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,17001289,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,19514054,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,19800676,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,15976384,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,17714090,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,20335826,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,22862293,BEFREE,0

154,ADRB2,C0038218,Status Asthmaticus,C08;C20,16395068,LHGDN,0

154,ADRB2,C0004096,Asthma,C08;C20,26235677,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,18430791,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,22158330,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,14691957,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,22192964,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,16207148,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,26613553,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,9399966,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,23205695,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,15794198,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,24131275,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,19850944,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,21038778,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,15153795,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,12442282,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,25918834,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,19905915,BEFREE,0

154,ADRB2,C0027051,Myocardial Infarction,C14,19623647,BEFREE,3

154,ADRB2,C0027051,Myocardial Infarction,C14,19190821,LHGDN,3

154,ADRB2,C0004096,Asthma,C08;C20,24621682,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,20868478,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,15879435,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,19638684,BEFREE,0

154,ADRB2,C0027051,Myocardial Infarction,C14,11821707,BEFREE,3

154,ADRB2,C0004096,Asthma,C08;C20,7739309,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,19254291,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,26633084,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,17299247,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,10903223,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,25501358,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,24691493,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,8764219,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,17415415,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,22370858,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,7706471,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,27029682,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,24992184,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,11371409,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,26994621,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,15557128,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,21320165,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,21905268,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,12083965,BEFREE,0

154,ADRB2,C0027051,Myocardial Infarction,C14,18615004,BEFREE,3

154,ADRB2,C0004096,Asthma,C08;C20,24641588,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,17428813,BEFREE,0

154,ADRB2,C0271650,Impaired glucose tolerance,C18,11288039,BEFREE,1

154,ADRB2,C0004096,Asthma,C08;C20,10950895,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,16004558,BEFREE,0

154,ADRB2,C0027051,Myocardial Infarction,C14,20230274,BEFREE,3

154,ADRB2,C0027051,Myocardial Infarction,C14,21626217,BEFREE,3

154,ADRB2,C0004096,Asthma,C08;C20,16369120,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,10936119,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,10524541,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,18303970,LHGDN,0

154,ADRB2,C0004096,Asthma,C08;C20,25819984,BEFREE,0

154,ADRB2,C0027051,Myocardial Infarction,C14,20399803,BEFREE,3

154,ADRB2,C0004096,Asthma,C08;C20,10469027,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,26071206,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,20546196,BEFREE,0

154,ADRB2,C0004096,Asthma,C08;C20,23193110,BEFREE,0

